participant,vviq,block,trial_number,similarity_bin,target_color,distr_color,td_dist,left_color,right_color,target_noise,distr_noise,target_x,distr_x,cue_n,cue_pos,cued_color,resp_color,error,abs_err,noise,be_c,abs_be_c,bias_to_distr_raw,bias_to_distr_corr
S21,40,2,54,20,-75.9099999999999,-94.02,-18.11,284.09,265.98,high,high,300,-300,2,-300,284.09,279,-5.09000000000003,5.09000000000003,high - high,-2.6638882200284,2.6638882200284,5.09000000000003,2.6638882200284
S21,40,2,55,20,112.03,133.08,21.05,133.08,112.03,high,low,-300,300,2,300,112.03,116,3.97000000000003,3.97000000000003,high - low,6.39611177997165,6.39611177997165,3.97000000000003,6.39611177997165
S21,40,2,56,45,-140.93,-97.31,43.62,262.69,219.07,high,high,-300,300,2,300,219.07,246,26.9300000000001,26.9300000000001,high - high,33.9009214925367,33.9009214925367,26.9300000000001,33.9009214925367
S21,40,2,57,135,91.08,-136.68,132.24,91.08,223.32,low,high,300,-300,2,-300,91.08,91,-0.0799999999999272,0.0799999999999272,low - high,4.050189059682,4.050189059682,-0.0799999999999272,4.050189059682
S21,40,2,58,45,104.14,149.45,45.31,149.45,104.14,high,low,-300,300,2,300,104.14,137,32.86,32.86,high - low,39.8309214925367,39.8309214925367,32.86,39.8309214925367
S21,40,2,59,45,-58.45,-12.39,46.06,347.61,301.55,low,low,-300,300,2,300,301.55,289,-12.55,12.55,low - low,-5.5790785074633,5.5790785074633,-12.55,-5.5790785074633
S21,40,2,60,20,57.62,75.5,17.88,57.62,75.5,high,low,300,-300,2,-300,57.62,57,-0.620000000000005,0.620000000000005,high - low,1.80611177997163,1.80611177997163,-0.620000000000005,1.80611177997163
S21,40,2,61,20,-28.46,-46.35,-17.89,313.65,331.54,high,low,-300,300,2,300,331.54,327,-4.53999999999996,4.53999999999996,high - low,-2.11388822002833,2.11388822002833,4.53999999999996,2.11388822002833
S21,40,2,62,45,-46.08,-3.77999999999997,42.3,313.92,356.22,high,high,300,-300,2,-300,313.92,286,-27.9200000000001,27.9200000000001,high - high,-20.9490785074634,20.9490785074634,-27.9200000000001,-20.9490785074634
S21,40,2,63,135,-49.97,85.53,135.5,85.53,-49.97,low,high,-300,300,2,300,-49.97,-51,-1.02999999999997,1.02999999999997,low - high,3.10018905968193,3.10018905968193,-1.02999999999997,3.10018905968193
S21,40,2,64,45,-170.37,141.91,-47.72,189.63,141.91,high,low,300,-300,2,-300,189.63,186,-3.63,3.63,high - low,3.34092149253665,3.34092149253665,3.63,-3.34092149253665
S21,40,2,65,135,134.16,-90.33,135.51,269.67,134.16,low,low,-300,300,2,300,134.16,131,-3.16000000000008,3.16000000000008,low - low,0.970189059681836,0.970189059681836,-3.16000000000008,0.970189059681836
S21,40,2,66,135,-167.1,56.99,-135.91,192.9,56.99,low,low,300,-300,2,-300,192.9,118,-74.9,74.9,low - low,-70.7698109403181,70.7698109403181,74.9,70.7698109403181
S21,40,2,67,45,120.84,162.92,42.08,120.84,162.92,high,high,300,-300,2,-300,120.84,129,8.16000000000008,8.16000000000008,high - high,15.1309214925367,15.1309214925367,8.16000000000008,15.1309214925367
S21,40,2,68,45,40.05,-4.06000000000005,-44.11,400.05,355.94,low,low,300,-300,2,-300,400.05,45,4.94999999999999,4.94999999999999,low - low,11.9209214925367,11.9209214925367,-4.94999999999999,-11.9209214925367
S21,40,2,69,20,89.4,107.63,18.23,107.63,89.4,low,high,-300,300,2,300,89.4,89,-0.399999999999977,0.399999999999977,low - high,2.02611177997164,2.02611177997164,-0.399999999999977,2.02611177997164
S21,40,2,70,20,169.19,147.84,-21.35,169.19,147.84,low,high,300,-300,2,-300,169.19,159,-10.1900000000001,10.1900000000001,low - high,-7.76388822002844,7.76388822002844,10.1900000000001,7.76388822002844
S21,40,2,71,45,138.87,96.55,-42.32,96.55,138.87,low,low,-300,300,2,300,138.87,128,-10.87,10.87,low - low,-3.89907850746336,3.89907850746336,10.87,3.89907850746336
S21,40,2,72,45,94.54,142.14,47.6,142.14,94.54,low,high,-300,300,2,300,94.54,102,7.46000000000004,7.46000000000004,low - high,14.4309214925367,14.4309214925367,7.46000000000004,14.4309214925367
S21,40,2,73,45,-98.4,-144.15,-45.75,261.6,215.85,low,high,300,-300,2,-300,261.6,254,-7.60000000000002,7.60000000000002,low - high,-0.629078507463382,0.629078507463382,7.60000000000002,0.629078507463382
S21,40,2,74,45,-126.96,-81.85,45.1100000000001,233.04,278.15,low,high,300,-300,2,-300,233.04,224,-9.03999999999996,9.03999999999996,low - high,-2.06907850746332,2.06907850746332,-9.03999999999996,-2.06907850746332
S21,40,2,75,20,-53.23,-32.6100000000001,20.62,306.77,327.39,low,high,300,-300,2,-300,306.77,-95,-41.77,41.77,low - high,-39.3438882200284,39.3438882200284,-41.77,-39.3438882200284
S21,40,2,76,20,60.12,39.75,-20.37,60.12,39.75,high,high,300,-300,2,-300,60.12,20,-40.12,40.12,high - high,-37.6938882200284,37.6938882200284,40.12,37.6938882200284
S21,40,2,77,45,-178.14,136.18,-45.68,136.18,181.86,high,high,-300,300,2,300,181.86,170,-11.86,11.86,high - high,-4.88907850746337,4.88907850746337,11.86,4.88907850746337
S21,40,2,78,135,-115.76,19.47,135.23,-115.76,19.47,low,high,300,-300,2,-300,-115.76,240,-4.24000000000001,4.24000000000001,low - high,-0.109810940318096,0.109810940318096,-4.24000000000001,-0.109810940318096
S21,40,2,79,135,100.33,-36.3800000000001,-136.71,323.62,460.33,high,low,-300,300,2,300,460.33,97,-3.33000000000004,3.33000000000004,high - low,0.800189059681872,0.800189059681872,3.33000000000004,-0.800189059681872
S21,40,2,80,135,177.35,-49.07,133.58,310.93,177.35,high,high,-300,300,2,300,177.35,96,-81.35,81.35,high - high,-77.2198109403181,77.2198109403181,-81.35,-77.2198109403181
S21,40,2,81,20,-56.42,-75.27,-18.8500000000001,284.73,303.58,high,low,-300,300,2,300,303.58,-101,-44.58,44.58,high - low,-42.1538882200284,42.1538882200284,44.58,42.1538882200284
S21,40,2,82,45,1.13999999999993,-44.14,-45.2799999999999,315.86,361.14,high,low,-300,300,2,300,361.14,289,-72.14,72.14,high - low,-65.1690785074633,65.1690785074633,72.14,65.1690785074633
S21,40,2,83,135,-164.48,59.89,-135.63,59.89,195.52,high,low,-300,300,2,300,195.52,294,98.48,98.48,high - low,102.610189059682,102.610189059682,-98.48,-102.610189059682
S21,40,2,84,45,-117.02,-74.9700000000001,42.05,285.03,242.98,high,low,-300,300,2,300,242.98,246,3.01999999999998,3.01999999999998,high - low,9.99092149253664,9.99092149253664,3.01999999999998,9.99092149253664
S21,40,2,85,45,40.33,-6.13999999999992,-46.47,353.86,400.33,low,high,-300,300,2,300,400.33,42,1.66999999999996,1.66999999999996,low - high,8.6409214925366,8.6409214925366,-1.66999999999996,-8.6409214925366
S21,40,2,86,45,148.94,104.58,-44.36,104.58,148.94,high,low,-300,300,2,300,148.94,183,34.06,34.06,high - low,41.0309214925366,41.0309214925366,-34.06,-41.0309214925366
S21,40,2,87,135,113.79,-21.5299999999999,-135.32,338.47,473.79,low,high,-300,300,2,300,473.79,111,-2.79000000000002,2.79000000000002,low - high,1.34018905968189,1.34018905968189,2.79000000000002,-1.34018905968189
S21,40,2,88,45,139.62,95.94,-43.68,95.94,139.62,low,high,-300,300,2,300,139.62,99,-40.62,40.62,low - high,-33.6490785074634,33.6490785074634,40.62,33.6490785074634
S21,40,2,89,135,-38.93,95.14,134.07,-38.93,95.14,low,high,300,-300,2,-300,-38.93,1,39.9300000000001,39.9300000000001,low - high,44.060189059682,44.060189059682,39.9300000000001,44.060189059682
S21,40,2,90,20,-5.24000000000001,16.71,21.95,-5.24,16.71,low,low,300,-300,2,-300,-5.24,14,19.24,19.24,low - low,21.6661117799716,21.6661117799716,19.24,21.6661117799716
S21,40,2,91,20,-125.06,-143.15,-18.09,234.94,216.85,low,low,300,-300,2,-300,234.94,206,-28.94,28.94,low - low,-26.5138882200284,26.5138882200284,28.94,26.5138882200284
S21,40,2,92,135,84.9700000000001,-50.4399999999999,-135.41,444.97,309.56,high,high,300,-300,2,-300,444.97,148,63.03,63.03,high - high,67.1601890596819,67.1601890596819,-63.03,-67.1601890596819
S21,40,2,93,20,133.4,151.96,18.56,133.4,151.96,high,low,300,-300,2,-300,133.4,114,-19.4,19.4,high - low,-16.9738882200283,16.9738882200283,-19.4,-16.9738882200283
S21,40,2,94,20,-19.5700000000001,-38.98,-19.41,340.43,321.02,high,low,300,-300,2,-300,340.43,331,-9.43000000000006,9.43000000000006,high - low,-7.00388822002843,7.00388822002843,9.43000000000006,7.00388822002843
S21,40,2,95,45,53.06,100.32,47.26,53.06,100.32,low,low,300,-300,2,-300,53.06,19,-34.06,34.06,low - low,-27.0890785074633,27.0890785074633,-34.06,-27.0890785074633
S21,40,2,96,135,114.7,-111.58,133.72,248.42,114.7,high,low,-300,300,2,300,114.7,63,-51.7,51.7,high - low,-47.5698109403181,47.5698109403181,-51.7,-47.5698109403181
S21,40,2,97,45,53.15,6.31999999999999,-46.83,53.15,6.32,low,high,300,-300,2,-300,53.15,53,-0.149999999999977,0.149999999999977,low - high,6.82092149253669,6.82092149253669,0.149999999999977,-6.82092149253669
S21,40,2,98,45,175.71,133.34,-42.37,175.71,133.34,low,low,300,-300,2,-300,175.71,171,-4.71000000000004,4.71000000000004,low - low,2.26092149253662,2.26092149253662,4.71000000000004,-2.26092149253662
S21,40,2,99,45,-179.1,-136.55,42.55,223.45,180.9,low,low,-300,300,2,300,180.9,177,-3.89999999999998,3.89999999999998,low - low,3.07092149253667,3.07092149253667,-3.89999999999998,3.07092149253667
S21,40,2,100,20,165.04,-173.84,21.12,186.16,165.04,high,low,-300,300,2,300,165.04,238,72.96,72.96,high - low,75.3861117799717,75.3861117799717,72.96,75.3861117799717
S21,40,2,101,135,-144.77,82.72,-132.51,215.23,82.72,high,high,300,-300,2,-300,215.23,227,11.77,11.77,high - high,15.9001890596819,15.9001890596819,-11.77,-15.9001890596819
S21,40,2,102,45,9.43,51.49,42.06,51.49,9.43,high,low,-300,300,2,300,9.43,14,4.56999999999994,4.56999999999994,high - low,11.5409214925366,11.5409214925366,4.56999999999994,11.5409214925366
S21,40,2,103,45,-139.56,-94.58,44.98,220.44,265.42,low,low,300,-300,2,-300,220.44,273,52.56,52.56,low - low,59.5309214925366,59.5309214925366,52.56,59.5309214925366
S21,40,2,104,20,-49.9400000000001,-67.78,-17.84,310.06,292.22,low,low,300,-300,2,-300,310.06,-41,8.94,8.94,low - low,11.3661117799716,11.3661117799716,-8.94,-11.3661117799716
S21,40,2,105,45,-11.6,31.93,43.53,-11.6,31.93,high,high,300,-300,2,-300,-11.6,6,17.6,17.6,high - high,24.5709214925367,24.5709214925367,17.6,24.5709214925367
S21,40,2,106,135,129.52,-96.6000000000001,133.88,263.4,129.52,low,high,-300,300,2,300,129.52,110,-19.52,19.52,low - high,-15.3898109403181,15.3898109403181,-19.52,-15.3898109403181
S21,40,2,107,45,-59.4000000000001,-12.2200000000001,47.18,300.6,347.78,low,high,300,-300,2,-300,300.6,274,-26.5999999999999,26.5999999999999,low - high,-19.6290785074633,19.6290785074633,-26.5999999999999,-19.6290785074633
S21,40,2,108,45,-169.27,-125.84,43.43,190.73,234.16,high,high,300,-300,2,-300,190.73,138,-52.73,52.73,high - high,-45.7590785074634,45.7590785074634,-52.73,-45.7590785074634
S21,40,2,109,20,-138.56,-158.73,-20.1699999999999,201.27,221.44,low,low,-300,300,2,300,221.44,195,-26.4400000000001,26.4400000000001,low - low,-24.0138882200284,24.0138882200284,26.4400000000001,24.0138882200284
S21,40,2,110,20,166.22,-174.68,19.1,166.22,185.32,high,low,300,-300,2,-300,166.22,217,50.78,50.78,high - low,53.2061117799716,53.2061117799716,50.78,53.2061117799716
S21,40,2,111,135,-153.82,-15.89,137.93,206.18,344.11,low,high,300,-300,2,-300,206.18,207,0.819999999999936,0.819999999999936,low - high,4.95018905968184,4.95018905968184,0.819999999999936,4.95018905968184
S21,40,2,112,135,124.36,-101.99,133.65,124.36,258.01,low,high,300,-300,2,-300,124.36,161,36.64,36.64,low - high,40.7701890596819,40.7701890596819,36.64,40.7701890596819
S21,40,2,113,20,53.16,73.01,19.85,53.16,73.01,high,high,300,-300,2,-300,53.16,98,44.84,44.84,high - high,47.2661117799717,47.2661117799717,44.84,47.2661117799717
S21,40,2,114,135,32.24,169.77,137.53,32.24,169.77,high,low,300,-300,2,-300,32.24,112,79.76,79.76,high - low,83.8901890596819,83.8901890596819,79.76,83.8901890596819
S21,40,2,115,20,156.86,138.02,-18.84,138.02,156.86,high,high,-300,300,2,300,156.86,119,-37.86,37.86,high - high,-35.4338882200284,35.4338882200284,37.86,35.4338882200284
S21,40,2,116,45,56.76,99.99,43.23,99.99,56.76,high,high,-300,300,2,300,56.76,131,74.24,74.24,high - high,81.2109214925367,81.2109214925367,74.24,81.2109214925367
S21,40,2,117,20,63.44,44.3,-19.14,63.44,44.3,low,high,300,-300,2,-300,63.44,54,-9.44000000000005,9.44000000000005,low - high,-7.01388822002843,7.01388822002843,9.44000000000005,7.01388822002843
S21,40,2,118,135,81.34,-142.25,136.41,81.34,217.75,high,high,300,-300,2,-300,81.34,85,3.65999999999997,3.65999999999997,high - high,7.7901890596819,7.7901890596819,3.65999999999997,7.7901890596819
S21,40,2,119,135,-59.42,74.93,134.35,74.93,-59.42,low,low,-300,300,2,300,-59.42,-60,-0.580000000000041,0.580000000000041,low - low,3.55018905968188,3.55018905968188,-0.580000000000041,3.55018905968188
S21,40,2,120,45,76.02,33.31,-42.71,33.31,76.02,low,low,-300,300,2,300,76.02,49,-27.02,27.02,low - low,-20.0490785074633,20.0490785074633,27.02,20.0490785074633
S21,40,2,121,20,135.36,155.21,19.85,155.21,135.36,low,low,-300,300,2,300,135.36,160,24.64,24.64,low - low,27.0661117799716,27.0661117799716,24.64,27.0661117799716
S21,40,2,122,135,-81.67,55.37,137.04,55.37,-81.67,low,high,-300,300,2,300,-81.67,117,-161.33,161.33,low - high,-157.199810940318,157.199810940318,-161.33,-157.199810940318
S21,40,2,123,20,77.43,55.14,-22.29,77.43,55.14,high,low,300,-300,2,-300,77.43,118,40.5699999999999,40.5699999999999,high - low,42.9961117799716,42.9961117799716,-40.5699999999999,-42.9961117799716
S21,40,2,124,135,26.32,161.02,134.7,26.32,161.02,low,low,300,-300,2,-300,26.32,27,0.67999999999995,0.67999999999995,low - low,4.81018905968188,4.81018905968188,0.67999999999995,4.81018905968188
S21,40,2,125,135,-121.9,102.5,-135.6,238.1,102.5,high,low,300,-300,2,-300,238.1,255,16.9,16.9,high - low,21.0301890596819,21.0301890596819,-16.9,-21.0301890596819
S21,40,2,126,45,-126.83,-169.91,-43.08,190.09,233.17,high,low,-300,300,2,300,233.17,-128,-1.17000000000002,1.17000000000002,high - low,5.80092149253663,5.80092149253663,1.17000000000002,-5.80092149253663
S21,40,2,127,20,139.57,117.58,-21.99,117.58,139.57,high,low,-300,300,2,300,139.57,193,53.4300000000001,53.4300000000001,high - low,55.8561117799717,55.8561117799717,-53.4300000000001,-55.8561117799717
S21,40,2,128,45,35.6500000000001,-9.89000000000005,-45.5400000000001,395.65,350.11,high,low,300,-300,2,-300,395.65,25,-10.65,10.65,high - low,-3.67907850746337,3.67907850746337,10.65,3.67907850746337
S21,40,2,129,20,-112.93,-93.31,19.62,266.69,247.07,low,low,-300,300,2,300,247.07,255,7.93000000000006,7.93000000000006,low - low,10.3561117799717,10.3561117799717,7.93000000000006,10.3561117799717
S21,40,2,130,20,-68.54,-50.74,17.8,291.46,309.26,high,high,300,-300,2,-300,291.46,304,12.54,12.54,high - high,14.9661117799716,14.9661117799716,12.54,14.9661117799716
S21,40,2,131,20,-40.0200000000001,-17.23,22.79,319.98,342.77,low,low,300,-300,2,-300,319.98,-63,-22.98,22.98,low - low,-20.5538882200283,20.5538882200283,-22.98,-20.5538882200283
S21,40,2,132,20,-25.79,-5.98999999999998,19.8,354.01,334.21,low,high,-300,300,2,300,334.21,-39,-13.21,13.21,low - high,-10.7838882200284,10.7838882200284,-13.21,-10.7838882200284
S21,40,2,133,135,-4.44000000000003,131.39,135.83,131.39,-4.44000000000003,high,high,-300,300,2,300,-4.44000000000003,320,-35.5599999999999,35.5599999999999,high - high,-31.429810940318,31.429810940318,-35.5599999999999,-31.429810940318
S21,40,2,134,20,101.17,121.06,19.89,101.17,121.06,high,high,300,-300,2,-300,101.17,151,49.8299999999999,49.8299999999999,high - high,52.2561117799716,52.2561117799716,49.8299999999999,52.2561117799716
S21,40,2,135,135,-32.83,-169.78,-136.95,190.22,327.17,high,high,-300,300,2,300,327.17,-54,-21.17,21.17,high - high,-17.039810940318,17.039810940318,21.17,17.039810940318
S21,40,2,136,45,-60.3100000000001,-104.25,-43.94,299.69,255.75,high,high,300,-300,2,-300,299.69,332,32.3099999999999,32.3099999999999,high - high,39.2809214925366,39.2809214925366,-32.3099999999999,-39.2809214925366
S21,40,2,137,45,-21.61,-68.35,-46.74,291.65,338.39,low,high,-300,300,2,300,338.39,1,22.61,22.61,low - high,29.5809214925367,29.5809214925367,-22.61,-29.5809214925367
S21,40,2,138,135,-9.36,125.32,134.68,125.32,-9.36000000000001,high,low,-300,300,2,300,-9.36000000000001,248,-102.64,102.64,high - low,-98.5098109403181,98.5098109403181,-102.64,-98.5098109403181
S21,40,2,139,20,-62.92,-80.25,-17.33,279.75,297.08,low,high,-300,300,2,300,297.08,-106,-43.08,43.08,low - high,-40.6538882200284,40.6538882200284,43.08,40.6538882200284
S21,40,2,140,135,-44.71,90.63,135.34,90.63,-44.71,high,high,-300,300,2,300,-44.71,257,-58.29,58.29,high - high,-54.1598109403181,54.1598109403181,-58.29,-54.1598109403181
S21,40,2,141,135,-43.01,-179.88,-136.87,316.99,180.12,low,low,300,-300,2,-300,316.99,-40,3.00999999999999,3.00999999999999,low - low,7.14018905968191,7.14018905968191,-3.00999999999999,-7.14018905968191
S21,40,2,142,20,-150.75,-129.96,20.79,230.04,209.25,high,high,-300,300,2,300,209.25,191,-18.25,18.25,high - high,-15.8238882200284,15.8238882200284,-18.25,-15.8238882200284
S21,40,2,143,135,60.8000000000001,-72.03,-132.83,420.8,287.97,high,low,300,-300,2,-300,420.8,90,29.1999999999999,29.1999999999999,high - low,33.3301890596818,33.3301890596818,-29.1999999999999,-33.3301890596818
S21,40,2,144,45,172.24,129.19,-43.05,172.24,129.19,low,high,300,-300,2,-300,172.24,146,-26.24,26.24,low - high,-19.2690785074634,19.2690785074634,26.24,19.2690785074634
S7,50,0,1,45,-161.41,155.52,-43.07,198.59,155.52,high,high,-300,300,1,-300,198.59,207,8.40999999999997,8.40999999999997,high - high,11.0436292625238,11.0436292625238,-8.40999999999997,-11.0436292625238
S7,50,0,2,45,31.36,74.63,43.27,31.36,74.63,low,low,-300,300,1,-300,31.36,31,-0.360000000000014,0.360000000000014,low - low,2.27362926252388,2.27362926252388,-0.360000000000014,2.27362926252388
S7,50,0,3,20,75.62,93.75,18.13,93.75,75.62,low,high,300,-300,1,300,75.62,73,-2.62,2.62,low - high,-2.55666055910866,2.55666055910866,-2.62,-2.55666055910866
S7,50,0,4,45,103.1,57,-46.1,57,103.1,high,high,300,-300,1,300,103.1,68,-35.1,35.1,high - high,-32.4663707374762,32.4663707374762,35.1,32.4663707374762
S7,50,0,5,45,130.93,176.71,45.78,176.71,130.93,high,low,300,-300,1,300,130.93,79,-51.93,51.93,high - low,-49.2963707374761,49.2963707374761,-51.93,-49.2963707374761
S7,50,0,6,20,-7.03999999999997,-26.85,-19.81,333.15,352.96,low,low,300,-300,1,300,352.96,4,11.04,11.04,low - low,11.1033394408914,11.1033394408914,-11.04,-11.1033394408914
S7,50,0,7,45,-137.47,-179.82,-42.35,222.53,180.18,low,high,-300,300,1,-300,222.53,204,-18.53,18.53,low - high,-15.8963707374761,15.8963707374761,18.53,15.8963707374761
S7,50,0,8,135,85.31,-49.5,-134.81,-49.5,85.31,low,high,300,-300,1,300,85.31,95,9.69000000000005,9.69000000000005,low - high,12.7459247168159,12.7459247168159,-9.69000000000005,-12.7459247168159
S7,50,0,9,135,128.33,-98.59,133.08,261.41,128.33,low,low,300,-300,1,300,128.33,121,-7.33000000000004,7.33000000000004,low - low,-4.27407528318419,4.27407528318419,-7.33000000000004,-4.27407528318419
S7,50,0,10,135,109.64,-113.31,137.05,246.69,109.64,high,low,300,-300,1,300,109.64,101,-8.63999999999999,8.63999999999999,high - low,-5.58407528318414,5.58407528318414,-8.63999999999999,-5.58407528318414
S7,50,1,1,135,-69.46,67.7600000000001,137.22,427.76,290.54,low,high,300,-300,1,300,290.54,286,-4.53999999999996,4.53999999999996,low - high,-1.48407528318411,1.48407528318411,-4.53999999999996,-1.48407528318411
S7,50,1,2,20,87.95,108.61,20.66,87.95,108.61,high,low,-300,300,1,-300,87.95,68,-19.95,19.95,high - low,-19.8866605591087,19.8866605591087,-19.95,-19.8866605591087
S7,50,1,3,135,119.38,-103.51,137.11,119.38,256.49,high,low,-300,300,1,-300,119.38,94,-25.38,25.38,high - low,-22.3240752831841,22.3240752831841,-25.38,-22.3240752831841
S7,50,1,4,20,-17.53,-40.34,-22.81,319.66,342.47,low,low,300,-300,1,300,342.47,331,-11.47,11.47,low - low,-11.4066605591087,11.4066605591087,11.47,11.4066605591087
S7,50,1,5,20,-161.02,-138.97,22.05,198.98,221.03,low,low,-300,300,1,-300,198.98,232,33.02,33.02,low - low,33.0833394408913,33.0833394408913,33.02,33.0833394408913
S7,50,1,6,135,127.12,-100.35,132.53,259.65,127.12,low,low,300,-300,1,300,127.12,134,6.88,6.88,low - low,9.93592471681587,9.93592471681587,6.88,9.93592471681587
S7,50,1,7,135,-117.76,105.36,-136.88,242.24,105.36,high,low,-300,300,1,-300,242.24,283,40.76,40.76,high - low,43.8159247168159,43.8159247168159,-40.76,-43.8159247168159
S7,50,1,8,135,13.13,-122.04,-135.17,13.13,-122.04,high,low,-300,300,1,-300,13.13,347,-26.13,26.13,high - low,-23.0740752831841,23.0740752831841,26.13,23.0740752831841
S7,50,1,9,45,146.9,104.39,-42.51,146.9,104.39,high,high,-300,300,1,-300,146.9,174,27.1,27.1,high - high,29.7336292625239,29.7336292625239,-27.1,-29.7336292625239
S7,50,1,10,20,-138.07,-157.36,-19.29,221.93,202.64,high,low,-300,300,1,-300,221.93,206,-15.9300000000001,15.9300000000001,high - low,-15.8666605591087,15.8666605591087,15.9300000000001,15.8666605591087
S7,50,1,11,20,-83.68,-65.4900000000001,18.19,294.51,276.32,high,high,300,-300,1,300,276.32,265,-11.3199999999999,11.3199999999999,high - high,-11.2566605591086,11.2566605591086,-11.3199999999999,-11.2566605591086
S7,50,1,12,20,168.52,146.07,-22.45,146.07,168.52,high,low,300,-300,1,300,168.52,181,12.48,12.48,high - low,12.5433394408914,12.5433394408914,-12.48,-12.5433394408914
S7,50,1,13,20,171.46,150.83,-20.63,150.83,171.46,low,low,300,-300,1,300,171.46,148,-23.46,23.46,low - low,-23.3966605591087,23.3966605591087,23.46,23.3966605591087
S7,50,1,14,20,-117.57,-137.17,-19.6,222.83,242.43,high,low,300,-300,1,300,242.43,259,16.5699999999999,16.5699999999999,high - low,16.6333394408913,16.6333394408913,-16.5699999999999,-16.6333394408913
S7,50,1,15,20,43.47,60.78,17.31,60.78,43.47,high,high,300,-300,1,300,43.47,61,17.53,17.53,high - high,17.5933394408913,17.5933394408913,17.53,17.5933394408913
S7,50,1,16,20,82.14,59.46,-22.68,59.46,82.14,low,low,300,-300,1,300,82.14,77,-5.13999999999999,5.13999999999999,low - low,-5.07666055910863,5.07666055910863,5.13999999999999,5.07666055910863
S7,50,1,17,20,-74.6,-94.9700000000001,-20.37,265.03,285.4,low,low,300,-300,1,300,285.4,293,7.60000000000002,7.60000000000002,low - low,7.66333944089137,7.66333944089137,-7.60000000000002,-7.66333944089137
S7,50,1,18,20,-10.93,-31.29,-20.36,328.71,349.07,high,low,300,-300,1,300,349.07,10,20.93,20.93,high - low,20.9933394408914,20.9933394408914,-20.93,-20.9933394408914
S7,50,1,19,45,-143.91,-99.83,44.08,260.17,216.09,high,low,300,-300,1,300,216.09,221,4.90999999999997,4.90999999999997,high - low,7.54362926252386,7.54362926252386,4.90999999999997,7.54362926252386
S7,50,1,20,135,-79.33,145.38,-135.29,145.38,280.67,high,low,300,-300,1,300,280.67,-72,7.32999999999998,7.32999999999998,high - low,10.3859247168158,10.3859247168158,-7.32999999999998,-10.3859247168158
S7,50,1,21,135,114.87,-20.77,-135.64,-20.77,114.87,high,high,300,-300,1,300,114.87,97,-17.87,17.87,high - high,-14.8140752831842,14.8140752831842,17.87,14.8140752831842
S7,50,1,22,45,-24.71,22.1799999999999,46.89,335.29,382.18,high,high,-300,300,1,-300,335.29,317,-18.29,18.29,high - high,-15.6563707374761,15.6563707374761,-18.29,-15.6563707374761
S7,50,1,23,20,114.29,132.71,18.42,114.29,132.71,low,low,-300,300,1,-300,114.29,126,11.71,11.71,low - low,11.7733394408914,11.7733394408914,11.71,11.7733394408914
S7,50,1,24,135,102.38,-124.33,133.29,235.67,102.38,low,low,300,-300,1,300,102.38,95,-7.38,7.38,low - low,-4.32407528318414,4.32407528318414,-7.38,-4.32407528318414
S7,50,1,25,135,167.92,-59.23,132.85,167.92,300.77,high,high,-300,300,1,-300,167.92,135,-32.92,32.92,high - high,-29.8640752831841,29.8640752831841,-32.92,-29.8640752831841
S7,50,1,26,45,19.12,-26.97,-46.09,19.12,-26.97,high,low,-300,300,1,-300,19.12,-12,-31.12,31.12,high - low,-28.4863707374761,28.4863707374761,31.12,28.4863707374761
S7,50,1,27,135,8.19,-126.63,-134.82,8.19,-126.63,high,high,-300,300,1,-300,8.19,340,-28.19,28.19,high - high,-25.1340752831841,25.1340752831841,28.19,25.1340752831841
S7,50,1,28,135,158.62,-63.73,137.65,296.27,158.62,high,low,300,-300,1,300,158.62,180,21.38,21.38,high - low,24.4359247168159,24.4359247168159,21.38,24.4359247168159
S7,50,1,29,135,-8.23000000000005,-144.26,-136.03,215.74,351.77,high,high,300,-300,1,300,351.77,336,-15.77,15.77,high - high,-12.7140752831841,12.7140752831841,15.77,12.7140752831841
S7,50,1,30,45,-111.82,-159.63,-47.81,200.37,248.18,high,low,300,-300,1,300,248.18,199,-49.18,49.18,high - low,-46.5463707374761,46.5463707374761,49.18,46.5463707374761
S7,50,1,31,45,-152.78,-107.95,44.83,252.05,207.22,low,high,300,-300,1,300,207.22,200,-7.22000000000003,7.22000000000003,low - high,-4.58637073747615,4.58637073747615,-7.22000000000003,-4.58637073747615
S7,50,1,32,135,-157.52,69.78,-132.7,69.78,202.48,low,high,300,-300,1,300,202.48,201,-1.48000000000002,1.48000000000002,low - high,1.57592471681585,1.57592471681585,1.48000000000002,-1.57592471681585
S7,50,1,33,20,-167.51,170.67,-21.82,170.67,192.49,low,low,300,-300,1,300,192.49,216,23.51,23.51,low - low,23.5733394408913,23.5733394408913,-23.51,-23.5733394408913
S7,50,1,34,20,-37.9,-58.13,-20.23,322.1,301.87,low,low,-300,300,1,-300,322.1,-22,15.9,15.9,low - low,15.9633394408913,15.9633394408913,-15.9,-15.9633394408913
S7,50,1,35,45,-92.33,-136.2,-43.87,223.8,267.67,high,high,300,-300,1,300,267.67,-102,-9.67000000000002,9.67000000000002,high - high,-7.03637073747612,7.03637073747612,9.67000000000002,7.03637073747612
S7,50,1,36,20,-154.38,-135.22,19.16,224.78,205.62,high,low,300,-300,1,300,205.62,177,-28.62,28.62,high - low,-28.5566605591087,28.5566605591087,-28.62,-28.5566605591087
