participant,trial_counter,condition,target_to_competitor,decoy_reduction,decoy_on,chosen_item,correct,rt
3,112,numeric,0.1,0.2,competitor,decoy,0,5.05
3,113,numeric,0.03,0.2,target,competitor,0,5.547
3,114,perceptual,0.03,0.2,target,target,1,4.092
3,115,numeric,0.1,0.2,target,competitor,0,3.468
3,116,perceptual,0.1,0.05,target,target,1,1.977
3,117,perceptual,0.1,0.2,competitor,target,1,3.442
3,118,numeric,0.03,0.2,target,competitor,0,5.301
3,119,numeric,0.1,0.2,target,target,1,4.073
3,120,perceptual,0.03,0.05,competitor,target,1,5.149
3,121,numeric,0.1,0.05,competitor,competitor,0,5.618
3,122,perceptual,0.1,0.05,competitor,target,1,2.919
3,123,perceptual,0.1,0.05,target,target,1,3.183
3,124,numeric,0.03,0.05,competitor,target,1,8.269
3,125,perceptual,0.03,0.2,target,target,1,2.972
3,126,numeric,0.1,0.05,competitor,target,1,7.323
3,127,perceptual,0.1,0.2,competitor,target,1,4.5
3,128,numeric,0.03,0.05,target,target,1,4.117
3,129,perceptual,0.03,0.2,competitor,competitor,0,3.204
3,130,numeric,0.03,0.05,competitor,target,1,4.01
3,131,perceptual,0.1,0.2,target,target,1,2.89
3,132,perceptual,0.03,0.2,competitor,target,1,5.959
3,133,perceptual,0.1,0.05,competitor,competitor,0,3.291
3,134,numeric,0.1,0.05,target,competitor,0,3.491
3,135,numeric,0.1,0.2,target,target,1,5.304
3,136,numeric,0.1,0.2,competitor,target,1,3.956
3,137,perceptual,0.03,0.05,competitor,competitor,0,3.643
3,138,numeric,0.03,0.2,competitor,target,1,4.302
3,139,perceptual,0.03,0.05,target,competitor,0,4.094
3,140,numeric,0.03,0.2,competitor,target,1,3.783
3,141,perceptual,0.1,0.05,target,target,1,5.719
3,142,numeric,0.03,0.05,target,decoy,0,6.605
3,143,perceptual,0.03,0.05,target,decoy,0,4.834
3,144,perceptual,0.03,0.2,target,target,1,3.264
3,145,numeric,0.1,0.05,target,competitor,0,4.076
3,146,perceptual,0.1,0.05,target,target,1,3.607
3,147,perceptual,0.1,0.05,competitor,target,1,3.34
3,148,perceptual,0.03,0.2,competitor,competitor,0,3.25
3,149,numeric,0.1,0.05,competitor,decoy,0,7.455
3,150,perceptual,0.03,0.2,target,competitor,0,3.979
3,151,numeric,0.03,0.2,target,target,1,5.599
3,152,perceptual,0.03,0.05,target,decoy,0,3.334
3,153,perceptual,0.03,0.2,competitor,target,1,2.695
3,154,perceptual,0.03,0.2,competitor,target,1,3.699
3,155,numeric,0.03,0.2,competitor,competitor,0,4.59
3,156,perceptual,0.03,0.2,competitor,competitor,0,6.05
3,157,numeric,0.03,0.05,target,decoy,0,6.529
3,158,numeric,0.03,0.05,competitor,competitor,0,5.427
3,159,numeric,0.03,0.2,target,decoy,0,6.284
3,160,numeric,0.03,0.05,competitor,decoy,0,7.364
3,161,perceptual,0.1,0.2,target,target,1,2.538
3,162,numeric,0.1,0.2,competitor,target,1,7.38
3,163,numeric,0.03,0.2,competitor,target,1,6.196
3,164,numeric,0.1,0.05,target,target,1,5.04
3,165,numeric,0.1,0.2,target,competitor,0,3.65
3,166,numeric,0.1,0.2,competitor,decoy,0,4.807
3,167,perceptual,0.1,0.2,target,target,1,3.191
3,168,perceptual,0.1,0.2,competitor,target,1,3.434
3,169,perceptual,0.03,0.2,target,target,1,5.305
3,170,numeric,0.1,0.05,competitor,target,1,5.974
3,171,perceptual,0.03,0.2,competitor,competitor,0,2.935
3,172,numeric,0.1,0.05,competitor,target,1,7.116
3,173,perceptual,0.1,0.2,competitor,competitor,0,2.931
3,174,perceptual,0.1,0.2,target,competitor,0,3.5
3,175,perceptual,0.03,0.05,target,competitor,0,5.495
3,176,perceptual,0.03,0.05,target,target,1,5.781
3,177,numeric,0.1,0.2,competitor,decoy,0,6.012
3,178,perceptual,0.03,0.05,competitor,target,1,2.487
3,179,numeric,0.1,0.05,target,competitor,0,4.722
3,180,numeric,0.03,0.05,competitor,decoy,0,4.828
3,181,perceptual,0.03,0.05,target,decoy,0,4.85
3,182,perceptual,0.1,0.2,target,target,1,2.323
3,183,numeric,0.03,0.2,competitor,decoy,0,5.674
3,184,numeric,0.03,0.05,target,competitor,0,9.52
3,185,perceptual,0.03,0.2,target,target,1,2.904
3,186,perceptual,0.1,0.2,competitor,competitor,0,3.717
3,187,perceptual,0.1,0.05,competitor,target,1,6.593
3,188,perceptual,0.1,0.05,target,target,1,3.744
3,189,perceptual,0.1,0.05,competitor,target,1,5.373
3,190,numeric,0.03,0.05,competitor,target,1,6.798
3,191,perceptual,0.1,0.2,competitor,competitor,0,6.721
3,192,numeric,0.03,0.05,target,competitor,0,4.751
4,2,perceptual,0.03,0.2,target,competitor,0,18.746
4,3,numeric,0.1,0.05,competitor,target,1,5.228
4,4,numeric,0.03,0.2,target,competitor,0,8.032
4,5,perceptual,0.03,0.2,target,target,1,9.009
4,6,numeric,0.1,0.05,target,target,1,14.311
4,7,numeric,0.1,0.2,target,target,1,9.55
4,8,numeric,0.03,0.05,competitor,competitor,0,8.249
4,9,perceptual,0.03,0.2,target,competitor,0,8.678
4,10,numeric,0.1,0.2,competitor,target,1,13.302
4,11,perceptual,0.03,0.05,competitor,competitor,0,11.949
4,12,perceptual,0.1,0.2,target,target,1,2.907
4,13,numeric,0.03,0.2,target,competitor,0,5.503
4,14,numeric,0.1,0.2,competitor,target,1,4.485
4,15,numeric,0.03,0.05,competitor,target,1,5.998
4,16,perceptual,0.03,0.05,target,target,1,7.109
4,17,numeric,0.03,0.05,competitor,target,1,13.32
4,18,numeric,0.03,0.2,competitor,target,1,10.948
4,19,perceptual,0.1,0.05,target,decoy,0,5.652
4,20,perceptual,0.1,0.2,competitor,target,1,7.328
4,21,numeric,0.03,0.05,competitor,competitor,0,10.296
4,22,perceptual,0.1,0.05,target,target,1,11.885
4,23,numeric,0.1,0.2,competitor,target,1,3.669
4,24,perceptual,0.03,0.05,competitor,target,1,8.564
4,25,numeric,0.03,0.2,competitor,competitor,0,13.397
4,26,numeric,0.1,0.05,competitor,target,1,7.804
4,27,numeric,0.1,0.05,competitor,target,1,8.496
4,28,perceptual,0.03,0.05,target,target,1,8.521
4,29,perceptual,0.03,0.05,competitor,competitor,0,6.791
4,30,numeric,0.03,0.05,target,competitor,0,9.55
4,31,numeric,0.1,0.2,target,target,1,8.842
4,32,numeric,0.03,0.2,competitor,target,1,7.213
4,33,perceptual,0.03,0.2,competitor,target,1,4.992
4,34,numeric,0.03,0.2,target,target,1,9.127
4,35,perceptual,0.1,0.2,target,target,1,5.511
4,36,numeric,0.1,0.05,competitor,decoy,0,14.135
4,37,perceptual,0.03,0.05,competitor,target,1,8.294
4,38,numeric,0.1,0.2,target,target,1,11.964
4,39,numeric,0.1,0.05,competitor,target,1,8.776
4,40,numeric,0.03,0.2,competitor,target,1,8.477
4,41,perceptual,0.1,0.05,competitor,competitor,0,6.824
4,42,perceptual,0.03,0.2,competitor,competitor,0,5.685
4,43,perceptual,0.03,0.2,competitor,target,1,4.64
4,44,perceptual,0.03,0.2,target,target,1,5.572
4,45,perceptual,0.03,0.05,target,competitor,0,6.058
4,46,perceptual,0.1,0.2,target,target,1,3.533
4,47,perceptual,0.03,0.2,target,competitor,0,4.017
4,48,numeric,0.03,0.05,competitor,target,1,13.169
4,49,perceptual,0.1,0.2,target,decoy,0,3.645
4,50,numeric,0.03,0.05,target,competitor,0,4.99
4,51,perceptual,0.03,0.05,target,competitor,0,3.336
4,52,perceptual,0.03,0.2,competitor,target,1,3.789
4,53,numeric,0.1,0.05,target,target,1,2.563
4,54,perceptual,0.03,0.05,competitor,target,1,4.012
4,55,numeric,0.1,0.05,target,decoy,0,2.474
4,56,numeric,0.03,0.2,target,competitor,0,3.141
4,57,perceptual,0.1,0.2,competitor,competitor,0,2.418
4,58,numeric,0.1,0.2,competitor,competitor,0,3.912
4,59,numeric,0.1,0.2,competitor,target,1,4.208
4,60,perceptual,0.1,0.05,target,decoy,0,2.762
4,61,perceptual,0.1,0.2,competitor,target,1,2.275
4,62,numeric,0.03,0.2,target,competitor,0,3.798
4,63,perceptual,0.1,0.2,competitor,target,1,2.667
4,64,numeric,0.1,0.05,competitor,target,1,2.904
4,65,perceptual,0.1,0.2,target,decoy,0,3.727
4,66,numeric,0.03,0.2,target,competitor,0,3.485
4,67,perceptual,0.1,0.05,competitor,decoy,0,2.772
4,68,numeric,0.1,0.05,target,target,1,2.954
4,69,numeric,0.03,0.2,target,competitor,0,3.896
4,70,perceptual,0.03,0.05,competitor,competitor,0,3.151
4,71,numeric,0.03,0.05,target,competitor,0,3.117
4,72,numeric,0.03,0.05,target,decoy,0,2.639
4,73,perceptual,0.1,0.2,target,target,1,2.165
4,74,perceptual,0.03,0.05,target,decoy,0,2.175
4,75,perceptual,0.03,0.2,target,target,1,2.205
4,76,numeric,0.03,0.2,target,decoy,0,3.531
4,77,perceptual,0.1,0.05,competitor,competitor,0,3.61
4,78,perceptual,0.1,0.2,competitor,target,1,3.782
4,79,numeric,0.1,0.2,competitor,target,1,3.352
4,80,perceptual,0.1,0.05,target,target,1,1.941
4,81,numeric,0.03,0.2,competitor,target,1,2.667
4,82,numeric,0.1,0.05,target,decoy,0,2.275
4,83,numeric,0.1,0.2,competitor,competitor,0,2.444
4,84,numeric,0.1,0.2,target,competitor,0,2.289
4,85,numeric,0.03,0.05,target,decoy,0,2.511
4,86,numeric,0.1,0.2,target,competitor,0,2.012
4,87,perceptual,0.1,0.2,target,target,1,2.434
4,88,perceptual,0.03,0.2,competitor,target,1,2.051
4,89,numeric,0.1,0.2,target,target,1,3.705
4,90,numeric,0.1,0.05,target,decoy,0,2.019
4,91,numeric,0.03,0.2,competitor,competitor,0,2.733
4,92,numeric,0.03,0.2,competitor,competitor,0,2.712
4,93,perceptual,0.1,0.05,competitor,competitor,0,1.935
4,94,perceptual,0.03,0.05,competitor,decoy,0,1.994
4,95,perceptual,0.03,0.05,target,decoy,0,2.751
4,96,perceptual,0.03,0.2,target,decoy,0,1.844
4,97,perceptual,0.03,0.2,target,competitor,0,3.223
4,98,perceptual,0.1,0.2,competitor,target,1,1.95
4,99,perceptual,0.03,0.2,competitor,competitor,0,2.4
4,100,numeric,0.03,0.2,target,target,1,7.938
4,101,perceptual,0.1,0.2,competitor,target,1,3.887
4,102,perceptual,0.1,0.2,competitor,target,1,3.995
4,103,perceptual,0.03,0.05,target,competitor,0,1.997
4,104,perceptual,0.1,0.05,competitor,target,1,2.259
4,105,numeric,0.1,0.2,target,target,1,9.395
4,106,numeric,0.03,0.05,competitor,decoy,0,3.628
4,107,perceptual,0.03,0.05,competitor,decoy,0,2.544
4,108,numeric,0.1,0.05,target,target,1,2.699
4,109,perceptual,0.03,0.2,competitor,competitor,0,2.387
4,110,numeric,0.1,0.2,competitor,target,1,4.809
4,111,perceptual,0.03,0.05,competitor,competitor,0,2.303
4,112,perceptual,0.1,0.05,competitor,target,1,2.588
4,113,numeric,0.1,0.2,target,target,1,2.965
4,114,perceptual,0.03,0.2,target,competitor,0,2.302
4,115,numeric,0.1,0.05,target,decoy,0,1.824
4,116,numeric,0.03,0.2,target,target,1,2.609
4,117,numeric,0.03,0.05,target,target,1,3.389
4,118,numeric,0.1,0.05,competitor,decoy,0,1.894
4,119,numeric,0.03,0.2,competitor,competitor,0,2.025
4,120,perceptual,0.1,0.05,target,competitor,0,2.259
4,121,numeric,0.1,0.2,target,competitor,0,2.402
4,122,perceptual,0.1,0.2,target,decoy,0,1.935
4,123,numeric,0.03,0.05,competitor,competitor,0,8.388
4,124,perceptual,0.03,0.05,competitor,target,1,3.361
4,125,perceptual,0.1,0.05,competitor,target,1,2.332
4,126,perceptual,0.1,0.2,competitor,competitor,0,2.229
4,127,perceptual,0.03,0.2,competitor,competitor,0,2.408
4,128,perceptual,0.1,0.05,competitor,target,1,1.73
4,129,perceptual,0.1,0.05,target,competitor,0,1.769
4,130,perceptual,0.1,0.05,target,decoy,0,2.474
4,131,numeric,0.1,0.05,target,target,1,8.431
4,132,perceptual,0.1,0.05,target,competitor,0,2.315
4,133,numeric,0.1,0.05,competitor,target,1,2.445
4,134,numeric,0.1,0.05,target,target,1,4.965
4,135,perceptual,0.03,0.05,target,decoy,0,2.68
4,136,perceptual,0.1,0.2,competitor,target,1,2.072
4,137,perceptual,0.1,0.05,target,target,1,2.236
4,138,numeric,0.1,0.2,competitor,competitor,0,2.805
4,139,numeric,0.03,0.05,competitor,competitor,0,2.142
4,140,perceptual,0.1,0.2,target,competitor,0,1.77
4,141,perceptual,0.03,0.2,target,competitor,0,1.807
4,142,perceptual,0.03,0.2,target,decoy,0,1.854
4,143,numeric,0.1,0.05,target,target,1,2.13
4,144,numeric,0.03,0.2,target,competitor,0,1.829
4,145,perceptual,0.1,0.05,competitor,decoy,0,2.162
4,146,perceptual,0.03,0.2,competitor,decoy,0,1.797
4,147,perceptual,0.1,0.05,target,competitor,0,1.989
4,148,numeric,0.1,0.05,competitor,target,1,5.196
4,149,perceptual,0.03,0.05,target,decoy,0,2.861
4,150,perceptual,0.1,0.05,competitor,target,1,2.944
4,151,perceptual,0.03,0.2,competitor,competitor,0,2.325
4,152,numeric,0.1,0.05,target,target,1,3.681
4,153,numeric,0.03,0.05,competitor,target,1,2.595
4,154,numeric,0.03,0.05,target,target,1,7.197
4,155,numeric,0.03,0.2,competitor,target,1,5.525
4,156,numeric,0.1,0.2,competitor,target,1,2.941
4,157,perceptual,0.03,0.2,competitor,decoy,0,2.163
4,158,perceptual,0.03,0.05,target,target,1,1.786
4,159,numeric,0.03,0.2,competitor,target,1,3.231
4,160,perceptual,0.03,0.05,competitor,target,1,2.109
4,161,numeric,0.03,0.05,competitor,decoy,0,1.878
4,162,numeric,0.03,0.05,target,competitor,0,2.288
4,163,numeric,0.03,0.2,target,competitor,0,2.158
4,164,numeric,0.03,0.2,competitor,competitor,0,1.875
4,165,perceptual,0.1,0.05,competitor,competitor,0,2.072
4,166,perceptual,0.1,0.05,target,decoy,0,2.412
4,167,numeric,0.03,0.05,target,competitor,0,1.794
4,168,perceptual,0.1,0.2,competitor,competitor,0,1.62
4,169,numeric,0.03,0.05,target,target,1,1.713
4,170,perceptual,0.1,0.05,competitor,competitor,0,1.953
4,171,numeric,0.1,0.2,target,target,1,1.809
4,172,perceptual,0.03,0.05,target,target,1,2.044
4,173,perceptual,0.1,0.2,competitor,competitor,0,2.229
4,174,numeric,0.03,0.05,target,decoy,0,1.611
4,175,numeric,0.1,0.2,target,decoy,0,1.807
4,176,numeric,0.03,0.05,competitor,competitor,0,1.772
4,177,perceptual,0.1,0.2,target,competitor,0,3.537
4,178,perceptual,0.1,0.2,target,competitor,0,1.957
4,179,perceptual,0.03,0.2,target,target,1,2.362
4,180,numeric,0.1,0.05,competitor,competitor,0,2.747
4,181,numeric,0.1,0.05,competitor,target,1,2.676
4,182,perceptual,0.1,0.05,target,target,1,1.774
4,183,perceptual,0.03,0.05,target,competitor,0,1.846
4,184,numeric,0.1,0.2,competitor,decoy,0,2.312
4,185,perceptual,0.1,0.2,target,competitor,0,1.764
4,186,numeric,0.03,0.05,target,competitor,0,2.667
4,187,numeric,0.03,0.05,competitor,target,1,2.488
4,188,perceptual,0.03,0.2,competitor,target,1,1.834
4,189,perceptual,0.03,0.05,competitor,decoy,0,2.144
4,190,numeric,0.1,0.2,target,target,1,3.376
4,191,numeric,0.03,0.2,competitor,target,1,4.909
4,192,numeric,0.1,0.2,competitor,target,1,7.934
5,1,perceptual,0.1,0.05,competitor,competitor,0,8.192
5,2,numeric,0.03,0.2,target,target,1,7.961
5,3,perceptual,0.1,0.05,target,decoy,0,4.555
5,4,perceptual,0.03,0.05,target,target,1,6.876
5,5,perceptual,0.1,0.05,target,target,1,4.967
5,6,perceptual,0.03,0.05,competitor,decoy,0,4.981
5,7,numeric,0.1,0.2,competitor,competitor,0,9.484
5,8,perceptual,0.03,0.05,competitor,target,1,6.649
5,9,perceptual,0.1,0.2,target,target,1,3.687
5,10,perceptual,0.1,0.2,target,target,1,5.258
5,11,perceptual,0.1,0.05,target,decoy,0,5.081
5,12,perceptual,0.1,0.05,competitor,decoy,0,4.074
5,13,perceptual,0.1,0.2,target,competitor,0,4.509
5,14,numeric,0.03,0.05,target,target,1,8.826
5,15,perceptual,0.03,0.05,target,decoy,0,6.653
5,16,numeric,0.1,0.2,target,target,1,6.523
5,17,perceptual,0.1,0.05,target,decoy,0,4.135
5,18,numeric,0.03,0.05,competitor,competitor,0,10.007
5,19,perceptual,0.03,0.05,competitor,target,1,7.846
5,20,perceptual,0.1,0.05,target,target,1,7.36
5,21,perceptual,0.1,0.05,target,competitor,0,5.031
5,22,numeric,0.1,0.2,competitor,target,1,8.544
5,23,perceptual,0.1,0.2,target,target,1,4.52
5,24,perceptual,0.1,0.2,target,competitor,0,5.189
5,25,numeric,0.03,0.05,competitor,competitor,0,17.614
5,26,perceptual,0.03,0.05,competitor,target,1,7.33
5,27,perceptual,0.03,0.05,target,target,1,3.945
5,28,numeric,0.1,0.2,competitor,target,1,10.477
5,29,perceptual,0.1,0.05,target,target,1,4.862
5,30,numeric,0.1,0.2,competitor,target,1,7.451
5,31,numeric,0.03,0.05,competitor,target,1,7.762
5,32,numeric,0.03,0.2,target,competitor,0,10.778
5,33,numeric,0.1,0.05,competitor,target,1,7.46
5,34,perceptual,0.1,0.2,competitor,competitor,0,6.502
5,35,numeric,0.03,0.05,target,target,1,7.526
5,36,numeric,0.1,0.05,target,target,1,13.18
5,37,perceptual,0.03,0.2,competitor,competitor,0,8.888
5,38,perceptual,0.1,0.2,competitor,competitor,0,5.996
5,39,numeric,0.03,0.2,competitor,target,1,12.153
5,40,perceptual,0.03,0.05,target,decoy,0,3.689
5,41,perceptual,0.1,0.05,competitor,decoy,0,6.961
5,42,numeric,0.1,0.2,target,target,1,6.062
5,43,perceptual,0.03,0.05,competitor,competitor,0,4.309
5,44,numeric,0.1,0.05,competitor,target,1,8.154
5,45,numeric,0.1,0.05,target,target,1,9.817
5,46,numeric,0.03,0.05,target,competitor,0,14.11
5,47,perceptual,0.03,0.05,competitor,target,1,4.362
5,48,numeric,0.03,0.2,competitor,competitor,0,9.931
5,49,perceptual,0.1,0.2,target,competitor,0,6.757
5,50,perceptual,0.03,0.2,competitor,target,1,4.935
5,51,numeric,0.1,0.05,competitor,target,1,7.912
5,52,numeric,0.03,0.2,competitor,competitor,0,14.655
5,53,numeric,0.03,0.2,target,target,1,6.374
5,54,perceptual,0.03,0.2,competitor,competitor,0,4.312
5,55,numeric,0.03,0.2,competitor,target,1,11.392
5,56,numeric,0.03,0.05,competitor,competitor,0,7.001
5,57,numeric,0.1,0.05,target,target,1,17.241
5,58,perceptual,0.1,0.05,target,competitor,0,5.96
5,59,perceptual,0.1,0.2,competitor,target,1,3.586
5,60,numeric,0.1,0.2,target,target,1,17.518
5,61,perceptual,0.03,0.05,competitor,target,1,5.04
5,62,numeric,0.03,0.2,target,target,1,12.144
5,63,perceptual,0.03,0.05,target,competitor,0,6.103
5,64,perceptual,0.03,0.2,competitor,target,1,4.373
5,65,perceptual,0.03,0.05,target,decoy,0,4.587
5,66,perceptual,0.1,0.05,target,decoy,0,3.751
5,67,numeric,0.03,0.05,competitor,target,1,4.639
5,68,perceptual,0.1,0.2,target,competitor,0,3.725
5,69,numeric,0.03,0.05,competitor,target,1,13.446
5,70,numeric,0.1,0.2,target,target,1,7.416
5,71,numeric,0.1,0.05,competitor,competitor,0,11.24
5,72,perceptual,0.03,0.2,target,competitor,0,4.512
5,73,numeric,0.03,0.2,competitor,target,1,6.856
5,74,perceptual,0.1,0.2,competitor,target,1,7.22
5,75,perceptual,0.1,0.2,target,target,1,4.634
5,76,perceptual,0.03,0.2,target,target,1,3.286
5,77,perceptual,0.1,0.2,competitor,competitor,0,6.495
5,78,numeric,0.03,0.2,target,competitor,0,5.353
5,79,perceptual,0.03,0.2,target,target,1,16.503
5,80,numeric,0.03,0.05,target,target,1,10.699
5,81,perceptual,0.1,0.2,target,competitor,0,4.114
5,82,perceptual,0.1,0.2,target,competitor,0,6.592
5,83,numeric,0.1,0.05,competitor,competitor,0,9.291
5,84,perceptual,0.03,0.2,target,decoy,0,6.538
5,85,perceptual,0.1,0.05,competitor,decoy,0,6.015
5,86,numeric,0.03,0.2,competitor,target,1,10.175
5,87,numeric,0.03,0.2,target,target,1,8.181
5,88,perceptual,0.1,0.2,competitor,target,1,5.461
5,89,numeric,0.1,0.05,target,target,1,6.606
5,90,numeric,0.1,0.2,competitor,target,1,11.908
5,91,numeric,0.03,0.05,competitor,competitor,0,8.703
5,92,perceptual,0.03,0.05,target,competitor,0,4.542
5,93,numeric,0.03,0.2,target,target,1,6.27
5,94,numeric,0.1,0.2,target,target,1,14.2
5,95,numeric,0.1,0.05,competitor,target,1,6.757
5,96,numeric,0.1,0.05,target,target,1,6.357
5,97,perceptual,0.03,0.05,competitor,competitor,0,6.727
5,98,numeric,0.03,0.05,target,target,1,7.225
5,99,numeric,0.03,0.2,competitor,competitor,0,5.664
5,100,numeric,0.1,0.05,target,target,1,14.498
5,101,numeric,0.03,0.05,target,target,1,7.369
5,102,perceptual,0.03,0.2,target,target,1,4.019
5,103,perceptual,0.03,0.2,competitor,competitor,0,5.04
5,104,numeric,0.1,0.05,target,target,1,6.426
5,105,perceptual,0.03,0.2,target,competitor,0,3.889
5,106,numeric,0.03,0.05,competitor,competitor,0,9.921
5,107,numeric,0.1,0.2,target,target,1,10.93
5,108,perceptual,0.1,0.05,competitor,decoy,0,5.238
5,109,perceptual,0.03,0.05,target,decoy,0,5.791
5,110,perceptual,0.1,0.2,competitor,decoy,0,5.524
5,111,numeric,0.03,0.2,target,target,1,7.869
5,112,numeric,0.03,0.2,competitor,target,1,6.524
5,113,perceptual,0.1,0.05,competitor,target,1,9.53
5,114,perceptual,0.1,0.2,competitor,decoy,0,6.169
5,115,numeric,0.03,0.05,target,target,1,6.44
5,116,perceptual,0.03,0.05,competitor,target,1,6.574
5,117,numeric,0.03,0.2,competitor,competitor,0,11.061
5,118,perceptual,0.03,0.2,target,competitor,0,3.488
5,119,numeric,0.1,0.2,target,target,1,10.502
5,120,numeric,0.1,0.05,competitor,target,1,8.048
5,121,numeric,0.1,0.2,competitor,competitor,0,14.122
5,122,numeric,0.1,0.05,competitor,target,1,6.53
5,123,numeric,0.1,0.2,competitor,competitor,0,10.139
5,124,perceptual,0.1,0.2,target,competitor,0,4.534
5,125,perceptual,0.1,0.2,competitor,competitor,0,3.968
5,126,numeric,0.03,0.2,target,competitor,0,6.16
5,127,numeric,0.1,0.2,competitor,target,1,7.9
5,128,numeric,0.03,0.05,competitor,target,1,7.175
5,129,numeric,0.03,0.2,target,target,1,5.594
5,130,perceptual,0.03,0.2,target,decoy,0,4.36
5,131,numeric,0.03,0.05,competitor,competitor,0,6.33
5,132,numeric,0.03,0.2,target,target,1,10.689
5,133,numeric,0.03,0.05,target,target,1,9.749
5,134,numeric,0.1,0.05,competitor,competitor,0,10.317
5,135,perceptual,0.03,0.05,competitor,target,1,3.562
5,136,perceptual,0.03,0.05,competitor,competitor,0,4.433
5,137,numeric,0.1,0.05,target,target,1,10.26
5,138,numeric,0.1,0.05,target,target,1,10.307
5,139,numeric,0.03,0.2,competitor,competitor,0,6.599
5,140,perceptual,0.03,0.2,target,competitor,0,3.315
5,141,perceptual,0.1,0.05,competitor,decoy,0,4.708
5,142,numeric,0.1,0.2,target,target,1,9.445
5,143,perceptual,0.03,0.2,competitor,target,1,4.39
5,144,numeric,0.1,0.2,competitor,competitor,0,8.509
5,145,perceptual,0.1,0.05,competitor,competitor,0,6.331
5,146,perceptual,0.1,0.05,competitor,decoy,0,5.971
5,147,perceptual,0.03,0.05,target,competitor,0,4.734
5,148,numeric,0.1,0.2,target,competitor,0,9.053
5,149,perceptual,0.1,0.2,target,decoy,0,4.421
5,150,perceptual,0.1,0.05,competitor,target,1,4.548
5,151,numeric,0.03,0.05,competitor,target,1,7.36
5,152,perceptual,0.1,0.05,competitor,decoy,0,5.256
5,153,perceptual,0.03,0.05,target,target,1,5.353
5,154,numeric,0.03,0.05,target,target,1,8.619
